phase,dataset,symbol,start,end,rows,files,status,elapsed
stock,prices,8482.TW,2025-09-22,2025-09-27,45453,1,OK,4.447
stock,prices,6689.TW,2025-09-22,2025-09-27,45453,1,OK,5.596
stock,prices,6670.TW,2025-09-22,2025-09-27,45453,1,OK,2.681
stock,prices,3708.TW,2025-09-22,2025-09-27,45453,1,OK,2.9
stock,prices,8478.TW,2025-09-22,2025-09-27,45453,1,OK,2.877
stock,prices,1598.TW,2025-09-22,2025-09-27,45453,1,OK,2.884
stock,prices,1439.TW,2025-09-22,2025-09-27,45453,1,OK,3.107
stock,prices,8933.TW,2025-09-22,2025-09-27,45453,1,OK,3.944
stock,prices,3557.TW,2025-09-22,2025-09-27,45453,1,OK,5.386
stock,prices,8171.TW,2025-09-22,2025-09-27,45453,1,OK,3.712
stock,prices,6803.TW,2025-09-22,2025-09-27,45453,1,OK,3.096
stock,prices,6616.TW,2025-09-22,2025-09-27,45453,1,OK,2.661
stock,prices,3713.TW,2025-09-22,2025-09-27,45453,1,OK,5.273
stock,prices,2640.TW,2025-09-22,2025-09-27,45453,1,OK,2.581
stock,prices,8476.TW,2025-09-22,2025-09-27,45453,1,OK,3.203
stock,prices,6804.TW,2025-09-22,2025-09-27,45453,1,OK,3.651
stock,prices,8938.TW,2025-09-22,2025-09-27,45453,1,OK,3.665
stock,prices,8390.TW,2025-09-22,2025-09-27,45453,1,OK,3.664
stock,prices,6624.TW,2025-09-22,2025-09-27,45453,1,OK,3.265
stock,prices,6123.TW,2025-09-22,2025-09-27,45453,1,OK,4.244
stock,prices,4154.TW,2025-09-22,2025-09-27,45453,1,OK,3.087
stock,prices,8423.TW,2025-09-22,2025-09-27,45453,1,OK,2.772
stock,prices,3073.TW,2025-09-22,2025-09-27,45453,1,OK,3.079
stock,prices,3551.TW,2025-09-22,2025-09-27,45453,1,OK,3.664
stock,prices,8087.TW,2025-09-22,2025-09-27,45453,1,OK,3.46
stock,prices,8420.TW,2025-09-22,2025-09-27,45453,1,OK,3.593
stock,prices,1593.TW,2025-09-22,2025-09-27,45453,1,OK,3.373
stock,prices,6629.TW,2025-09-22,2025-09-27,45453,1,OK,3.496
stock,prices,8924.TW,2025-09-22,2025-09-27,45453,1,OK,3.28
stock,prices,8928.TW,2025-09-22,2025-09-27,45453,1,OK,2.834
stock,prices,4530.TW,2025-09-22,2025-09-27,45453,1,OK,3.132
stock,prices,4609.TW,2025-09-22,2025-09-27,45453,1,OK,4.297
stock,prices,4702.TW,2025-09-22,2025-09-27,45453,1,OK,3.743
stock,prices,8440.TW,2025-09-22,2025-09-27,45453,1,OK,3.842
stock,prices,3178.TW,2025-09-22,2025-09-27,45453,1,OK,3.913
stock,prices,6690.TW,2025-09-22,2025-09-27,45453,1,OK,3.395
stock,prices,6811.TW,2025-09-22,2025-09-27,45453,1,OK,3.472
stock,prices,5205.TW,2025-09-22,2025-09-27,45453,1,OK,3.133
stock,prices,8916A.TW,2025-09-22,2025-09-27,45453,1,OK,3.914
stock,prices,3089.TW,2025-09-22,2025-09-27,45453,1,OK,3.694
stock,prices,5281.TW,2025-09-22,2025-09-27,45453,1,OK,3.633
stock,prices,4944.TW,2025-09-22,2025-09-27,45453,1,OK,3.684
stock,prices,00744B.TW,2025-09-22,2025-09-27,45453,1,OK,2.921
stock,prices,4129A.TW,2025-09-22,2025-09-27,45453,1,OK,5.532
stock,prices,6404.TW,2025-09-22,2025-09-27,45453,1,OK,3.015
stock,prices,02002L.TW,2025-09-22,2025-09-27,45453,1,OK,3.372
stock,prices,020024.TW,2025-09-22,2025-09-27,45453,1,OK,3.635
stock,prices,8418.TW,2025-09-22,2025-09-27,45453,1,OK,3.45
stock,prices,4578.TW,2025-09-22,2025-09-27,45453,1,OK,3.428
stock,prices,4712.TW,2025-09-22,2025-09-27,45453,1,OK,4.2
stock,prices,6562.TW,2025-09-22,2025-09-27,45453,1,OK,3.191
stock,prices,3627.TW,2025-09-22,2025-09-27,45453,1,OK,3.991
stock,prices,1563.TW,2025-09-22,2025-09-27,45453,1,OK,3.209
stock,prices,5383.TW,2025-09-22,2025-09-27,45453,1,OK,3.116
stock,prices,5432.TW,2025-09-22,2025-09-27,45453,1,OK,3.075
stock,prices,4419.TW,2025-09-22,2025-09-27,45453,1,OK,3.169
stock,prices,6198.TW,2025-09-22,2025-09-27,45453,1,OK,3.546
stock,prices,3465.TW,2025-09-22,2025-09-27,45453,1,OK,3.837
stock,prices,8091.TW,2025-09-22,2025-09-27,45453,1,OK,3.449
stock,prices,6903.TW,2025-09-22,2025-09-27,45453,1,OK,2.983
stock,prices,6952.TW,2025-09-22,2025-09-27,45453,1,OK,2.834
stock,prices,6865.TW,2025-09-22,2025-09-27,45453,1,OK,4.808
stock,prices,6813.TW,2025-09-22,2025-09-27,45453,1,OK,3.651
stock,prices,7751.TW,2025-09-22,2025-09-27,45453,1,OK,3.783
stock,prices,020026.TW,2025-09-22,2025-09-27,45453,1,OK,4.15
stock,prices,5233.TW,2025-09-22,2025-09-27,45453,1,OK,3.671
stock,prices,00831B.TW,2025-09-22,2025-09-27,45453,1,OK,4.6
stock,prices,6999.TW,2025-09-22,2025-09-27,45453,1,OK,4.412
stock,prices,6968.TW,2025-09-22,2025-09-27,45453,1,OK,2.833
stock,prices,6739.TW,2025-09-22,2025-09-27,45453,1,OK,3.331
stock,prices,8041.TW,2025-09-22,2025-09-27,45453,1,OK,3.87
stock,prices,6514.TW,2025-09-22,2025-09-27,45453,1,OK,2.636
stock,prices,6997.TW,2025-09-22,2025-09-27,45453,1,OK,4.015
stock,prices,00721B.TW,2025-09-22,2025-09-27,45453,1,OK,4.41
stock,prices,6757.TW,2025-09-22,2025-09-27,45453,1,OK,3.645
stock,prices,7703.TW,2025-09-22,2025-09-27,45453,1,OK,5.104
stock,prices,1230.TW,2025-09-22,2025-09-27,45453,1,OK,4.735
stock,prices,1601.TW,2025-09-22,2025-09-27,45453,1,OK,4.282
stock,prices,1715.TW,2025-09-22,2025-09-27,45453,1,OK,3.009
stock,prices,1523.TW,2025-09-22,2025-09-27,45453,1,OK,3.513
stock,prices,1716.TW,2025-09-22,2025-09-27,45453,1,OK,2.879
stock,prices,1606.TW,2025-09-22,2025-09-27,45453,1,OK,3.223
stock,prices,4733.TW,2025-09-22,2025-09-27,45453,1,OK,2.689
stock,prices,1311.TW,2025-09-22,2025-09-27,45453,1,OK,3.618
stock,prices,1729.TW,2025-09-22,2025-09-27,45453,1,OK,4.519
stock,prices,910322.TW,2025-09-22,2025-09-27,45453,1,OK,3.654
stock,prices,6286.TW,2025-09-22,2025-09-27,45453,1,OK,3.839
stock,prices,6702.TW,2025-09-22,2025-09-27,45453,1,OK,3.266
stock,prices,3638.TW,2025-09-22,2025-09-27,45453,1,OK,5.313
stock,prices,020022.TW,2025-09-22,2025-09-27,45453,1,OK,3.754
stock,prices,2452.TW,2025-09-22,2025-09-27,45453,1,OK,2.973
stock,prices,8078.TW,2025-09-22,2025-09-27,45453,1,OK,3.997
stock,prices,2526.TW,2025-09-22,2025-09-27,45453,1,OK,3.628
stock,prices,8487.TW,2025-09-22,2025-09-27,45453,1,OK,3.388
stock,prices,9103.TW,2025-09-22,2025-09-27,45453,1,OK,4.518
stock,prices,2473.TW,2025-09-22,2025-09-27,45453,1,OK,3.565
stock,prices,2827.TW,2025-09-22,2025-09-27,45453,1,OK,4.771
stock,prices,3053.TW,2025-09-22,2025-09-27,45453,1,OK,4.252
stock,prices,3080.TW,2025-09-22,2025-09-27,45453,1,OK,3.216
stock,prices,9104.TW,2025-09-22,2025-09-27,45453,1,OK,3.404
stock,prices,6280.TW,2025-09-22,2025-09-27,45453,1,OK,3.256
stock,prices,910482.TW,2025-09-22,2025-09-27,45453,1,OK,2.719
stock,prices,9106.TW,2025-09-22,2025-09-27,45453,1,OK,3.743
stock,prices,2447.TW,2025-09-22,2025-09-27,45453,1,OK,3.833
stock,prices,2446.TW,2025-09-22,2025-09-27,45453,1,OK,4.55
stock,prices,910579.TW,2025-09-22,2025-09-27,45453,1,OK,4.602
stock,prices,6012.TW,2025-09-22,2025-09-27,45453,1,OK,4.27
stock,prices,020002.TW,2025-09-22,2025-09-27,45453,1,OK,3.951
stock,prices,020004.TW,2025-09-22,2025-09-27,45453,1,OK,2.626
stock,prices,2469.TW,2025-09-22,2025-09-27,45453,1,OK,3.174
stock,prices,020005.TW,2025-09-22,2025-09-27,45453,1,OK,3.835
stock,prices,020007.TW,2025-09-22,2025-09-27,45453,1,OK,4.034
stock,prices,6004.TW,2025-09-22,2025-09-27,45453,1,OK,4.386
stock,prices,9105.TW,2025-09-22,2025-09-27,45453,1,OK,3.542
stock,prices,020008.TW,2025-09-22,2025-09-27,45453,1,OK,5.366
stock,prices,3534.TW,2025-09-22,2025-09-27,45453,1,OK,3.057
stock,prices,00743.TW,2025-09-22,2025-09-27,45453,1,OK,3.654
stock,prices,00742.TW,2025-09-22,2025-09-27,45453,1,OK,2.892
stock,prices,2479.TW,2025-09-22,2025-09-27,45453,1,OK,4.438
stock,prices,020006.TW,2025-09-22,2025-09-27,45453,1,OK,3.222
stock,prices,2456.TW,2025-09-22,2025-09-27,45453,1,OK,4.745
stock,prices,3598.TW,2025-09-22,2025-09-27,45453,1,OK,3.065
stock,prices,00732.TW,2025-09-22,2025-09-27,45453,1,OK,5.104
stock,prices,3063.TW,2025-09-22,2025-09-27,45453,1,OK,3.056
stock,prices,2833.TW,2025-09-22,2025-09-27,45453,1,OK,3.847
stock,prices,3584.TW,2025-09-22,2025-09-27,45453,1,OK,3.658
stock,prices,8008.TW,2025-09-22,2025-09-27,45453,1,OK,2.707
stock,prices,3697.TW,2025-09-22,2025-09-27,45453,1,OK,3.817
stock,prices,2494.TW,2025-09-22,2025-09-27,45453,1,OK,4.487
stock,prices,3702A.TW,2025-09-22,2025-09-27,45453,1,OK,4.3
stock,prices,3061.TW,2025-09-22,2025-09-27,45453,1,OK,4.402
stock,prices,1520.TW,2025-09-22,2025-09-27,45453,1,OK,3.256
stock,prices,00766L.TW,2025-09-22,2025-09-27,45453,1,OK,2.646
stock,prices,2463.TW,2025-09-22,2025-09-27,45453,1,OK,5.586
stock,prices,3599.TW,2025-09-22,2025-09-27,45453,1,OK,2.72
