phase,dataset,symbol,start,end,rows,files,status,elapsed
stock,prices,6510.TW,2025-09-22,2025-09-27,45453,1,OK,3.185
stock,prices,6405.TW,2025-09-22,2025-09-27,45453,1,OK,4.478
stock,prices,6434.TW,2025-09-22,2025-09-27,45453,1,OK,4.507
stock,prices,6271.TW,2025-09-22,2025-09-27,45453,1,OK,5.285
stock,prices,6432.TW,2025-09-22,2025-09-27,45453,1,OK,4.452
stock,prices,6428.TW,2025-09-22,2025-09-27,45453,1,OK,5.997
stock,prices,6269.TW,2025-09-22,2025-09-27,45453,1,OK,3.206
stock,prices,6266.TW,2025-09-22,2025-09-27,45453,1,OK,3.527
stock,prices,6419.TW,2025-09-22,2025-09-27,45453,1,OK,3.7
stock,prices,6442.TW,2025-09-22,2025-09-27,45453,1,OK,4.261
stock,prices,6435.TW,2025-09-22,2025-09-27,45453,1,OK,5.313
stock,prices,6443.TW,2025-09-22,2025-09-27,45453,1,OK,4.09
stock,prices,6496.TW,2025-09-22,2025-09-27,45453,1,OK,4.375
stock,prices,6446.TW,2025-09-22,2025-09-27,45453,1,OK,3.112
stock,prices,6272.TW,2025-09-22,2025-09-27,45453,1,OK,2.961
stock,prices,6274.TW,2025-09-22,2025-09-27,45453,1,OK,3.504
stock,prices,6441.TW,2025-09-22,2025-09-27,45453,1,OK,4.101
stock,prices,6277.TW,2025-09-22,2025-09-27,45453,1,OK,4.464
stock,prices,6462.TW,2025-09-22,2025-09-27,45453,1,OK,4.479
stock,prices,6270.TW,2025-09-22,2025-09-27,45453,1,OK,3.931
stock,prices,6525.TW,2025-09-22,2025-09-27,45453,1,OK,3.348
stock,prices,6239.TW,2025-09-22,2025-09-27,45453,1,OK,3.217
stock,prices,6464.TW,2025-09-22,2025-09-27,45453,1,OK,3.375
stock,prices,6237.TW,2025-09-22,2025-09-27,45453,1,OK,3.364
stock,prices,6467.TW,2025-09-22,2025-09-27,45453,1,OK,3.091
stock,prices,6235.TW,2025-09-22,2025-09-27,45453,1,OK,3.177
stock,prices,6236.TW,2025-09-22,2025-09-27,45453,1,OK,5.008
stock,prices,6469.TW,2025-09-22,2025-09-27,45453,1,OK,2.647
stock,prices,6465.TW,2025-09-22,2025-09-27,45453,1,OK,5.394
stock,prices,6470.TW,2025-09-22,2025-09-27,45453,1,OK,3.362
stock,prices,6509.TW,2025-09-22,2025-09-27,45453,1,OK,3.092
stock,prices,6234.TW,2025-09-22,2025-09-27,45453,1,OK,2.652
stock,prices,6492.TW,2025-09-22,2025-09-27,45453,1,OK,3.473
stock,prices,6233.TW,2025-09-22,2025-09-27,45453,1,OK,4.052
stock,prices,6241.TW,2025-09-22,2025-09-27,45453,1,OK,3.901
stock,prices,6498.TW,2025-09-22,2025-09-27,45453,1,OK,3.63
stock,prices,6456.TW,2025-09-22,2025-09-27,45453,1,OK,4.037
stock,prices,6418.TW,2025-09-22,2025-09-27,45453,1,OK,3.749
stock,prices,6516.TW,2025-09-22,2025-09-27,45453,1,OK,3.12
stock,prices,6248.TW,2025-09-22,2025-09-27,45453,1,OK,2.984
stock,prices,6517.TW,2025-09-22,2025-09-27,45453,1,OK,3.338
stock,prices,6518.TW,2025-09-22,2025-09-27,45453,1,OK,3.512
stock,prices,6493.TW,2025-09-22,2025-09-27,45453,1,OK,3.709
stock,prices,6523.TW,2025-09-22,2025-09-27,45453,1,OK,4.175
stock,prices,6417.TW,2025-09-22,2025-09-27,45453,1,OK,3.629
stock,prices,6245.TW,2025-09-22,2025-09-27,45453,1,OK,3.331
stock,prices,6246.TW,2025-09-22,2025-09-27,45453,1,OK,4.253
stock,prices,6244.TW,2025-09-22,2025-09-27,45453,1,OK,3.259
stock,prices,6499.TW,2025-09-22,2025-09-27,45453,1,OK,3.191
stock,prices,6278.TW,2025-09-22,2025-09-27,45453,1,OK,3.315
stock,prices,6279.TW,2025-09-22,2025-09-27,45453,1,OK,3.415
stock,prices,6243.TW,2025-09-22,2025-09-27,45453,1,OK,5.203
stock,prices,6461.TW,2025-09-22,2025-09-27,45453,1,OK,3.356
stock,prices,6242.TW,2025-09-22,2025-09-27,45453,1,OK,3.81
stock,prices,0050.TW,2025-09-22,2025-09-27,45453,1,OK,3.122
stock,prices,6207.TW,2025-09-22,2025-09-27,45453,1,OK,3.158
stock,prices,5230.TW,2025-09-22,2025-09-27,45453,1,OK,2.825
stock,prices,5234.TW,2025-09-22,2025-09-27,45453,1,OK,3.666
stock,prices,5236.TW,2025-09-22,2025-09-27,45453,1,OK,3.849
stock,prices,5244.TW,2025-09-22,2025-09-27,45453,1,OK,3.236
stock,prices,5243.TW,2025-09-22,2025-09-27,45453,1,OK,3.988
stock,prices,5240.TW,2025-09-22,2025-09-27,45453,1,OK,5.56
stock,prices,5246.TW,2025-09-22,2025-09-27,45453,1,OK,3.19
stock,prices,5245.TW,2025-09-22,2025-09-27,45453,1,OK,4.504
stock,prices,5248.TW,2025-09-22,2025-09-27,45453,1,OK,3.395
stock,prices,5254.TW,2025-09-22,2025-09-27,45453,1,OK,3.416
stock,prices,5251.TW,2025-09-22,2025-09-27,45453,1,OK,4.462
stock,prices,5258.TW,2025-09-22,2025-09-27,45453,1,OK,3.598
stock,prices,5262.TW,2025-09-22,2025-09-27,45453,1,OK,2.724
stock,prices,5267.TW,2025-09-22,2025-09-27,45453,1,OK,3.669
stock,prices,5263.TW,2025-09-22,2025-09-27,45453,1,OK,4.071
stock,prices,5269.TW,2025-09-22,2025-09-27,45453,1,OK,3.015
stock,prices,5228.TW,2025-09-22,2025-09-27,45453,1,OK,3.14
stock,prices,5227.TW,2025-09-22,2025-09-27,45453,1,OK,3.457
stock,prices,5225.TW,2025-09-22,2025-09-27,45453,1,OK,2.946
stock,prices,5271.TW,2025-09-22,2025-09-27,45453,1,OK,4.611
stock,prices,5014.TW,2025-09-22,2025-09-27,45453,1,OK,3.319
stock,prices,5013.TW,2025-09-22,2025-09-27,45453,1,OK,4.069
stock,prices,5016.TW,2025-09-22,2025-09-27,45453,1,OK,3.025
stock,prices,5015.TW,2025-09-22,2025-09-27,45453,1,OK,4.13
stock,prices,5201.TW,2025-09-22,2025-09-27,45453,1,OK,2.979
stock,prices,5202.TW,2025-09-22,2025-09-27,45453,1,OK,3.06
stock,prices,5203.TW,2025-09-22,2025-09-27,45453,1,OK,3.792
stock,prices,5206.TW,2025-09-22,2025-09-27,45453,1,OK,3.657
stock,prices,5210.TW,2025-09-22,2025-09-27,45453,1,OK,3.143
stock,prices,5211.TW,2025-09-22,2025-09-27,45453,1,OK,2.945
stock,prices,5213.TW,2025-09-22,2025-09-27,45453,1,OK,3.293
stock,prices,5212.TW,2025-09-22,2025-09-27,45453,1,OK,3.728
stock,prices,5220.TW,2025-09-22,2025-09-27,45453,1,OK,3.208
stock,prices,5215.TW,2025-09-22,2025-09-27,45453,1,OK,3.905
stock,prices,5222.TW,2025-09-22,2025-09-27,45453,1,OK,3.702
stock,prices,5223.TW,2025-09-22,2025-09-27,45453,1,OK,3.87
stock,prices,5011.TW,2025-09-22,2025-09-27,45453,1,OK,3.075
stock,prices,5272.TW,2025-09-22,2025-09-27,45453,1,OK,3.646
stock,prices,5276.TW,2025-09-22,2025-09-27,45453,1,OK,2.977
stock,prices,5347.TW,2025-09-22,2025-09-27,45453,1,OK,3.085
stock,prices,5353.TW,2025-09-22,2025-09-27,45453,1,OK,3.758
stock,prices,5355.TW,2025-09-22,2025-09-27,45453,1,OK,3.815
stock,prices,5356.TW,2025-09-22,2025-09-27,45453,1,OK,3.523
stock,prices,5351.TW,2025-09-22,2025-09-27,45453,1,OK,4.841
stock,prices,5371.TW,2025-09-22,2025-09-27,45453,1,OK,3.486
stock,prices,5381.TW,2025-09-22,2025-09-27,45453,1,OK,2.853
stock,prices,5386.TW,2025-09-22,2025-09-27,45453,1,OK,2.646
stock,prices,5403.TW,2025-09-22,2025-09-27,45453,1,OK,3.794
stock,prices,5388.TW,2025-09-22,2025-09-27,45453,1,OK,4.825
stock,prices,5392.TW,2025-09-22,2025-09-27,45453,1,OK,4.886
stock,prices,5410.TW,2025-09-22,2025-09-27,45453,1,OK,4.6
stock,prices,5425.TW,2025-09-22,2025-09-27,45453,1,OK,3.531
stock,prices,5398.TW,2025-09-22,2025-09-27,45453,1,OK,5.996
stock,prices,5426.TW,2025-09-22,2025-09-27,45453,1,OK,2.497
stock,prices,5344.TW,2025-09-22,2025-09-27,45453,1,OK,3.884
stock,prices,5274.TW,2025-09-22,2025-09-27,45453,1,OK,3.992
stock,prices,5340.TW,2025-09-22,2025-09-27,45453,1,OK,4.17
stock,prices,5434.TW,2025-09-22,2025-09-27,45453,1,OK,5.292
stock,prices,5324.TW,2025-09-22,2025-09-27,45453,1,OK,5.12
stock,prices,5283.TW,2025-09-22,2025-09-27,45453,1,OK,4.251
stock,prices,5284.TW,2025-09-22,2025-09-27,45453,1,OK,2.91
stock,prices,5285.TW,2025-09-22,2025-09-27,45453,1,OK,3.643
stock,prices,5288.TW,2025-09-22,2025-09-27,45453,1,OK,3.367
stock,prices,5289.TW,2025-09-22,2025-09-27,45453,1,OK,3.923
stock,prices,5291.TW,2025-09-22,2025-09-27,45453,1,OK,2.928
stock,prices,5292.TW,2025-09-22,2025-09-27,45453,1,OK,4.123
stock,prices,5297.TW,2025-09-22,2025-09-27,45453,1,OK,4.284
stock,prices,5299.TW,2025-09-22,2025-09-27,45453,1,OK,3.268
stock,prices,5302.TW,2025-09-22,2025-09-27,45453,1,OK,3.222
stock,prices,5309.TW,2025-09-22,2025-09-27,45453,1,OK,3.576
stock,prices,5310.TW,2025-09-22,2025-09-27,45453,1,OK,3.512
stock,prices,5312.TW,2025-09-22,2025-09-27,45453,1,OK,2.502
stock,prices,5328.TW,2025-09-22,2025-09-27,45453,1,OK,3.762
stock,prices,5009.TW,2025-09-22,2025-09-27,45453,1,OK,3.866
stock,prices,5315.TW,2025-09-22,2025-09-27,45453,1,OK,4.156
stock,prices,4999.TW,2025-09-22,2025-09-27,45453,1,OK,3.724
stock,prices,4906.TW,2025-09-22,2025-09-27,45453,1,OK,3.455
stock,prices,4907.TW,2025-09-22,2025-09-27,45453,1,OK,4.765
stock,prices,4908.TW,2025-09-22,2025-09-27,45453,1,OK,2.881
stock,prices,4909.TW,2025-09-22,2025-09-27,45453,1,OK,4.202
stock,prices,4911.TW,2025-09-22,2025-09-27,45453,1,OK,4.226
stock,prices,4915.TW,2025-09-22,2025-09-27,45453,1,OK,3.678
stock,prices,4912.TW,2025-09-22,2025-09-27,45453,1,OK,4.031
stock,prices,4916.TW,2025-09-22,2025-09-27,45453,1,OK,2.896
stock,prices,4919.TW,2025-09-22,2025-09-27,45453,1,OK,3.07
stock,prices,4923.TW,2025-09-22,2025-09-27,45453,1,OK,2.536
stock,prices,4924.TW,2025-09-22,2025-09-27,45453,1,OK,4.178
stock,prices,4925.TW,2025-09-22,2025-09-27,45453,1,OK,4.6
stock,prices,4927.TW,2025-09-22,2025-09-27,45453,1,OK,4.561
stock,prices,4930.TW,2025-09-22,2025-09-27,45453,1,OK,4.385
stock,prices,4933.TW,2025-09-22,2025-09-27,45453,1,OK,3.354
stock,prices,4931.TW,2025-09-22,2025-09-27,45453,1,OK,5.109
stock,prices,4934.TW,2025-09-22,2025-09-27,45453,1,OK,3.055
stock,prices,4905.TW,2025-09-22,2025-09-27,45453,1,OK,2.568
stock,prices,4755.TW,2025-09-22,2025-09-27,45453,1,OK,3.066
stock,prices,4904.TW,2025-09-22,2025-09-27,45453,1,OK,3.561
stock,prices,4760.TW,2025-09-22,2025-09-27,45453,1,OK,3.783
stock,prices,4763.TW,2025-09-22,2025-09-27,45453,1,OK,3.207
stock,prices,4764.TW,2025-09-22,2025-09-27,45453,1,OK,3.182
stock,prices,4765.TW,2025-09-22,2025-09-27,45453,1,OK,3.351
stock,prices,4766.TW,2025-09-22,2025-09-27,45453,1,OK,3.388
stock,prices,4767.TW,2025-09-22,2025-09-27,45453,1,OK,3.396
stock,prices,4768.TW,2025-09-22,2025-09-27,45453,1,OK,3.12
stock,prices,4770.TW,2025-09-22,2025-09-27,45453,1,OK,3.323
stock,prices,4772.TW,2025-09-22,2025-09-27,45453,1,OK,3.146
stock,prices,4771.TW,2025-09-22,2025-09-27,45453,1,OK,3.865
stock,prices,4773.TW,2025-09-22,2025-09-27,45453,1,OK,3.168
stock,prices,4807.TW,2025-09-22,2025-09-27,45453,1,OK,3.824
stock,prices,4935.TW,2025-09-22,2025-09-27,45453,1,OK,3.151
stock,prices,4903.TW,2025-09-22,2025-09-27,45453,1,OK,4.875
stock,prices,5007.TW,2025-09-22,2025-09-27,45453,1,OK,4.531
stock,prices,4967.TW,2025-09-22,2025-09-27,45453,1,OK,3.57
stock,prices,4968.TW,2025-09-22,2025-09-27,45453,1,OK,3.36
stock,prices,4971.TW,2025-09-22,2025-09-27,45453,1,OK,2.634
stock,prices,4972.TW,2025-09-22,2025-09-27,45453,1,OK,2.634
stock,prices,4974.TW,2025-09-22,2025-09-27,45453,1,OK,3.295
stock,prices,4973.TW,2025-09-22,2025-09-27,45453,1,OK,3.869
stock,prices,4976.TW,2025-09-22,2025-09-27,45453,1,OK,4.121
stock,prices,4977.TW,2025-09-22,2025-09-27,45453,1,OK,3.733
stock,prices,4979.TW,2025-09-22,2025-09-27,45453,1,OK,3.966
stock,prices,4980.TW,2025-09-22,2025-09-27,45453,1,OK,2.937
stock,prices,4989.TW,2025-09-22,2025-09-27,45453,1,OK,2.995
stock,prices,4987.TW,2025-09-22,2025-09-27,45453,1,OK,4.068
stock,prices,4994.TW,2025-09-22,2025-09-27,45453,1,OK,3.174
stock,prices,4966.TW,2025-09-22,2025-09-27,45453,1,OK,3.671
stock,prices,4991.TW,2025-09-22,2025-09-27,45453,1,OK,4.692
stock,prices,4961.TW,2025-09-22,2025-09-27,45453,1,OK,2.734
stock,prices,4995.TW,2025-09-22,2025-09-27,45453,1,OK,4.975
stock,prices,4938.TW,2025-09-22,2025-09-27,45453,1,OK,3.308
stock,prices,4939.TW,2025-09-22,2025-09-27,45453,1,OK,3.155
stock,prices,4942.TW,2025-09-22,2025-09-27,45453,1,OK,2.579
stock,prices,4943.TW,2025-09-22,2025-09-27,45453,1,OK,3.485
stock,prices,4946.TW,2025-09-22,2025-09-27,45453,1,OK,3.45
stock,prices,4949.TW,2025-09-22,2025-09-27,45453,1,OK,3.473
stock,prices,4951.TW,2025-09-22,2025-09-27,45453,1,OK,3.724
stock,prices,4952.TW,2025-09-22,2025-09-27,45453,1,OK,3.574
stock,prices,4956.TW,2025-09-22,2025-09-27,45453,1,OK,2.767
stock,prices,4953.TW,2025-09-22,2025-09-27,45453,1,OK,3.935
stock,prices,4958.TW,2025-09-22,2025-09-27,45453,1,OK,2.838
stock,prices,4960.TW,2025-09-22,2025-09-27,45453,1,OK,3.408
stock,prices,5438.TW,2025-09-22,2025-09-27,45453,1,OK,3.309
stock,prices,6144.TW,2025-09-22,2025-09-27,45453,1,OK,3.472
stock,prices,6143.TW,2025-09-22,2025-09-27,45453,1,OK,4.332
stock,prices,6147.TW,2025-09-22,2025-09-27,45453,1,OK,3.091
stock,prices,6148.TW,2025-09-22,2025-09-27,45453,1,OK,3.099
stock,prices,6150.TW,2025-09-22,2025-09-27,45453,1,OK,2.709
stock,prices,6146.TW,2025-09-22,2025-09-27,45453,1,OK,5.452
stock,prices,6151.TW,2025-09-22,2025-09-27,45453,1,OK,3.005
stock,prices,6153.TW,2025-09-22,2025-09-27,45453,1,OK,3.565
stock,prices,6152.TW,2025-09-22,2025-09-27,45453,1,OK,4.027
stock,prices,6154.TW,2025-09-22,2025-09-27,45453,1,OK,3.322
stock,prices,6155.TW,2025-09-22,2025-09-27,45453,1,OK,3.349
stock,prices,6156.TW,2025-09-22,2025-09-27,45453,1,OK,3.296
stock,prices,6158.TW,2025-09-22,2025-09-27,45453,1,OK,2.835
stock,prices,6160.TW,2025-09-22,2025-09-27,45453,1,OK,3.143
stock,prices,6163.TW,2025-09-22,2025-09-27,45453,1,OK,2.875
stock,prices,6161.TW,2025-09-22,2025-09-27,45453,1,OK,3.653
stock,prices,6164.TW,2025-09-22,2025-09-27,45453,1,OK,3.41
stock,prices,6142.TW,2025-09-22,2025-09-27,45453,1,OK,3.322
stock,prices,6141.TW,2025-09-22,2025-09-27,45453,1,OK,3.178
stock,prices,6118.TW,2025-09-22,2025-09-27,45453,1,OK,3.057
stock,prices,6121.TW,2025-09-22,2025-09-27,45453,1,OK,3.445
stock,prices,6122.TW,2025-09-22,2025-09-27,45453,1,OK,3.385
stock,prices,6125.TW,2025-09-22,2025-09-27,45453,1,OK,3.524
stock,prices,6124.TW,2025-09-22,2025-09-27,45453,1,OK,4.013
stock,prices,6126.TW,2025-09-22,2025-09-27,45453,1,OK,3.831
stock,prices,6127.TW,2025-09-22,2025-09-27,45453,1,OK,3.278
stock,prices,6128.TW,2025-09-22,2025-09-27,45453,1,OK,3.256
stock,prices,6129.TW,2025-09-22,2025-09-27,45453,1,OK,3.146
stock,prices,6130.TW,2025-09-22,2025-09-27,45453,1,OK,2.535
stock,prices,6133.TW,2025-09-22,2025-09-27,45453,1,OK,3.366
stock,prices,6134.TW,2025-09-22,2025-09-27,45453,1,OK,3.859
stock,prices,6136.TW,2025-09-22,2025-09-27,45453,1,OK,3.593
stock,prices,6138.TW,2025-09-22,2025-09-27,45453,1,OK,3.425
stock,prices,6139.TW,2025-09-22,2025-09-27,45453,1,OK,3.483
stock,prices,6140.TW,2025-09-22,2025-09-27,45453,1,OK,3.324
stock,prices,6117.TW,2025-09-22,2025-09-27,45453,1,OK,3.023
stock,prices,6166.TW,2025-09-22,2025-09-27,45453,1,OK,2.611
stock,prices,6167.TW,2025-09-22,2025-09-27,45453,1,OK,3.124
stock,prices,6192.TW,2025-09-22,2025-09-27,45453,1,OK,3.395
stock,prices,6191.TW,2025-09-22,2025-09-27,45453,1,OK,4.148
stock,prices,6194.TW,2025-09-22,2025-09-27,45453,1,OK,3.758
stock,prices,6196.TW,2025-09-22,2025-09-27,45453,1,OK,3.637
stock,prices,6197.TW,2025-09-22,2025-09-27,45453,1,OK,3.793
stock,prices,6199.TW,2025-09-22,2025-09-27,45453,1,OK,4.537
stock,prices,6203.TW,2025-09-22,2025-09-27,45453,1,OK,3.528
stock,prices,6201.TW,2025-09-22,2025-09-27,45453,1,OK,4.174
stock,prices,6204.TW,2025-09-22,2025-09-27,45453,1,OK,2.993
stock,prices,6205.TW,2025-09-22,2025-09-27,45453,1,OK,3.139
stock,prices,6202.TW,2025-09-22,2025-09-27,45453,1,OK,4.698
stock,prices,6206.TW,2025-09-22,2025-09-27,45453,1,OK,2.72
stock,prices,6190.TW,2025-09-22,2025-09-27,45453,1,OK,2.918
stock,prices,6189.TW,2025-09-22,2025-09-27,45453,1,OK,3.934
stock,prices,6170.TW,2025-09-22,2025-09-27,45453,1,OK,4.172
stock,prices,6168.TW,2025-09-22,2025-09-27,45453,1,OK,5.206
stock,prices,6169.TW,2025-09-22,2025-09-27,45453,1,OK,4.418
stock,prices,6171.TW,2025-09-22,2025-09-27,45453,1,OK,3.563
stock,prices,6173.TW,2025-09-22,2025-09-27,45453,1,OK,3.069
stock,prices,6174.TW,2025-09-22,2025-09-27,45453,1,OK,2.516
stock,prices,6175.TW,2025-09-22,2025-09-27,45453,1,OK,2.579
stock,prices,6176.TW,2025-09-22,2025-09-27,45453,1,OK,4.22
stock,prices,6179.TW,2025-09-22,2025-09-27,45453,1,OK,4.49
stock,prices,6180.TW,2025-09-22,2025-09-27,45453,1,OK,4.342
stock,prices,6177.TW,2025-09-22,2025-09-27,45453,1,OK,4.952
stock,prices,6183.TW,2025-09-22,2025-09-27,45453,1,OK,3.287
stock,prices,6182.TW,2025-09-22,2025-09-27,45453,1,OK,5.576
stock,prices,6184.TW,2025-09-22,2025-09-27,45453,1,OK,2.692
stock,prices,6185.TW,2025-09-22,2025-09-27,45453,1,OK,3.295
stock,prices,6186.TW,2025-09-22,2025-09-27,45453,1,OK,3.599
stock,prices,6188.TW,2025-09-22,2025-09-27,45453,1,OK,4.082
stock,prices,5439.TW,2025-09-22,2025-09-27,45453,1,OK,3.674
stock,prices,6116.TW,2025-09-22,2025-09-27,45453,1,OK,3.403
stock,prices,5508.TW,2025-09-22,2025-09-27,45453,1,OK,3.286
stock,prices,5511.TW,2025-09-22,2025-09-27,45453,1,OK,2.863
stock,prices,5512.TW,2025-09-22,2025-09-27,45453,1,OK,2.866
stock,prices,5514.TW,2025-09-22,2025-09-27,45453,1,OK,3.805
stock,prices,5516.TW,2025-09-22,2025-09-27,45453,1,OK,3.058
stock,prices,5519.TW,2025-09-22,2025-09-27,45453,1,OK,3.663
stock,prices,5515.TW,2025-09-22,2025-09-27,45453,1,OK,4.566
stock,prices,5520.TW,2025-09-22,2025-09-27,45453,1,OK,3.759
stock,prices,5521.TW,2025-09-22,2025-09-27,45453,1,OK,4.262
stock,prices,5522.TW,2025-09-22,2025-09-27,45453,1,OK,3.169
stock,prices,5523.TW,2025-09-22,2025-09-27,45453,1,OK,3.09
stock,prices,5525.TW,2025-09-22,2025-09-27,45453,1,OK,3.591
stock,prices,5530.TW,2025-09-22,2025-09-27,45453,1,OK,3.539
stock,prices,5529.TW,2025-09-22,2025-09-27,45453,1,OK,4.512
stock,prices,5531.TW,2025-09-22,2025-09-27,45453,1,OK,2.863
stock,prices,5534.TW,2025-09-22,2025-09-27,45453,1,OK,3.257
stock,prices,5533.TW,2025-09-22,2025-09-27,45453,1,OK,3.564
stock,prices,5536.TW,2025-09-22,2025-09-27,45453,1,OK,2.945
stock,prices,5538.TW,2025-09-22,2025-09-27,45453,1,OK,3.08
stock,prices,5543.TW,2025-09-22,2025-09-27,45453,1,OK,3.585
stock,prices,5546.TW,2025-09-22,2025-09-27,45453,1,OK,3.955
stock,prices,5498.TW,2025-09-22,2025-09-27,45453,1,OK,3.062
stock,prices,5493.TW,2025-09-22,2025-09-27,45453,1,OK,3.234
stock,prices,5547.TW,2025-09-22,2025-09-27,45453,1,OK,4.801
stock,prices,5489.TW,2025-09-22,2025-09-27,45453,1,OK,3.354
stock,prices,5452.TW,2025-09-22,2025-09-27,45453,1,OK,2.937
stock,prices,5457.TW,2025-09-22,2025-09-27,45453,1,OK,3.121
stock,prices,5455.TW,2025-09-22,2025-09-27,45453,1,OK,3.389
stock,prices,5460.TW,2025-09-22,2025-09-27,45453,1,OK,2.645
stock,prices,5464.TW,2025-09-22,2025-09-27,45453,1,OK,2.907
stock,prices,5465.TW,2025-09-22,2025-09-27,45453,1,OK,3.429
stock,prices,5468.TW,2025-09-22,2025-09-27,45453,1,OK,3.497
stock,prices,5469.TW,2025-09-22,2025-09-27,45453,1,OK,3.36
stock,prices,5471.TW,2025-09-22,2025-09-27,45453,1,OK,3.615
stock,prices,5474.TW,2025-09-22,2025-09-27,45453,1,OK,3.356
stock,prices,5475.TW,2025-09-22,2025-09-27,45453,1,OK,3.29
stock,prices,5478.TW,2025-09-22,2025-09-27,45453,1,OK,3.23
stock,prices,5483.TW,2025-09-22,2025-09-27,45453,1,OK,3.485
stock,prices,5484.TW,2025-09-22,2025-09-27,45453,1,OK,3.489
stock,prices,5490.TW,2025-09-22,2025-09-27,45453,1,OK,3.66
stock,prices,5487.TW,2025-09-22,2025-09-27,45453,1,OK,5.153
stock,prices,5548.TW,2025-09-22,2025-09-27,45453,1,OK,3.59
stock,prices,5488.TW,2025-09-22,2025-09-27,45453,1,OK,5.138
stock,prices,5603.TW,2025-09-22,2025-09-27,45453,1,OK,3.326
stock,prices,6020.TW,2025-09-22,2025-09-27,45453,1,OK,3.164
stock,prices,6021.TW,2025-09-22,2025-09-27,45453,1,OK,3.091
stock,prices,6026.TW,2025-09-22,2025-09-27,45453,1,OK,3.765
stock,prices,6023.TW,2025-09-22,2025-09-27,45453,1,OK,4.085
stock,prices,6027.TW,2025-09-22,2025-09-27,45453,1,OK,3.757
stock,prices,6024.TW,2025-09-22,2025-09-27,45453,1,OK,4.195
stock,prices,6028.TW,2025-09-22,2025-09-27,45453,1,OK,3.719
stock,prices,6035.TW,2025-09-22,2025-09-27,45453,1,OK,2.776
stock,prices,6101.TW,2025-09-22,2025-09-27,45453,1,OK,3.259
stock,prices,6104.TW,2025-09-22,2025-09-27,45453,1,OK,4.297
stock,prices,6108.TW,2025-09-22,2025-09-27,45453,1,OK,4.496
stock,prices,6109.TW,2025-09-22,2025-09-27,45453,1,OK,4.652
stock,prices,6103.TW,2025-09-22,2025-09-27,45453,1,OK,5.651
stock,prices,6112.TW,2025-09-22,2025-09-27,45453,1,OK,2.571
stock,prices,6111.TW,2025-09-22,2025-09-27,45453,1,OK,4.861
stock,prices,6113.TW,2025-09-22,2025-09-27,45453,1,OK,3.085
stock,prices,6114.TW,2025-09-22,2025-09-27,45453,1,OK,3.143
stock,prices,6016.TW,2025-09-22,2025-09-27,45453,1,OK,3.929
stock,prices,6015.TW,2025-09-22,2025-09-27,45453,1,OK,3.846
stock,prices,5601.TW,2025-09-22,2025-09-27,45453,1,OK,4.542
stock,prices,6115.TW,2025-09-22,2025-09-27,45453,1,OK,4.928
stock,prices,5907.TW,2025-09-22,2025-09-27,45453,1,OK,2.857
stock,prices,5607.TW,2025-09-22,2025-09-27,45453,1,OK,3.115
stock,prices,5608.TW,2025-09-22,2025-09-27,45453,1,OK,2.586
stock,prices,5859.TW,2025-09-22,2025-09-27,45453,1,OK,3.324
stock,prices,5864.TW,2025-09-22,2025-09-27,45453,1,OK,4.327
stock,prices,5871.TW,2025-09-22,2025-09-27,45453,1,OK,4.348
stock,prices,5609.TW,2025-09-22,2025-09-27,45453,1,OK,4.746
stock,prices,5871A.TW,2025-09-22,2025-09-27,45453,1,OK,3.954
stock,prices,5878.TW,2025-09-22,2025-09-27,45453,1,OK,2.848
stock,prices,5876.TW,2025-09-22,2025-09-27,45453,1,OK,4.48
stock,prices,5863.TW,2025-09-22,2025-09-27,45453,1,OK,3.85
stock,prices,6005.TW,2025-09-22,2025-09-27,45453,1,OK,4.353
stock,prices,5880.TW,2025-09-22,2025-09-27,45453,1,OK,4.653
stock,prices,5906.TW,2025-09-22,2025-09-27,45453,1,OK,4.481
stock,prices,6770.TW,2025-09-22,2025-09-27,45453,1,OK,3.271
stock,prices,7829.TW,2025-09-22,2025-09-27,45453,1,OK,3.148
stock,prices,7831.TW,2025-09-22,2025-09-27,45453,1,OK,3.23
stock,prices,7832.TW,2025-09-22,2025-09-27,45453,1,OK,4.43
stock,prices,7833.TW,2025-09-22,2025-09-27,45453,1,OK,4.677
stock,prices,7834.TW,2025-09-22,2025-09-27,45453,1,OK,4.567
stock,prices,7836.TW,2025-09-22,2025-09-27,45453,1,OK,4.556
stock,prices,7837.TW,2025-09-22,2025-09-27,45453,1,OK,4.546
stock,prices,7839.TW,2025-09-22,2025-09-27,45453,1,OK,2.617
stock,prices,7840.TW,2025-09-22,2025-09-27,45453,1,OK,3.136
stock,prices,7842.TW,2025-09-22,2025-09-27,45453,1,OK,4.207
stock,prices,7843.TW,2025-09-22,2025-09-27,45453,1,OK,4.028
stock,prices,7841.TW,2025-09-22,2025-09-27,45453,1,OK,4.77
stock,prices,7847.TW,2025-09-22,2025-09-27,45453,1,OK,4.248
stock,prices,7846.TW,2025-09-22,2025-09-27,45453,1,OK,4.725
stock,prices,7848.TW,2025-09-22,2025-09-27,45453,1,OK,2.633
stock,prices,7849.TW,2025-09-22,2025-09-27,45453,1,OK,2.619
stock,prices,7855.TW,2025-09-22,2025-09-27,45453,1,OK,3.905
stock,prices,7850.TW,2025-09-22,2025-09-27,45453,1,OK,4.486
stock,prices,7856.TW,2025-09-22,2025-09-27,45453,1,OK,4.447
