phase,dataset,symbol,start,end,rows,files,status,elapsed
stock,dividend,2330.TW,2022-09-28,2025-09-28,3,1,OK,0.483
stock,per,2330.TW,2022-09-28,2025-09-28,1762,1,OK,0.969
