phase,dataset,symbol,start,end,rows,files,status,elapsed
stock,chip,2315.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.495
stock,chip,2448.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.738
stock,chip,2454.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.626
stock,chip,2832.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.662
stock,chip,2910.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.492
stock,chip,3213.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.682
stock,chip,3346.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.79
stock,chip,3661.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.537
stock,chip,4304.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.628
stock,chip,4535.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.648
stock,chip,4582.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.743
stock,chip,4768.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.51
stock,chip,4927.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.73
stock,chip,5013.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.635
stock,chip,5292.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.651
stock,chip,5353.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.51
stock,chip,5488.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.742
stock,chip,5489.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.645
stock,chip,6160.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.647
stock,chip,6207.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.62
stock,chip,6277.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.52
stock,chip,6516.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.628
stock,chip,6561.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.77
stock,chip,6626.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.635
stock,chip,6637.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.488
stock,chip,6665.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.636
stock,chip,6952.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.776
stock,chip,7716.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.643
stock,chip,8047.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.587
stock,chip,8086.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.663
stock,chip,8917.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.594
stock,chip,8934.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.52
stock,chip,9943.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.651
stock,chip,9944.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.749
stock,dividend,1307.TW,2025-01-01,2025-09-28,2,1,OK,12.724
stock,dividend,1313.TW,2025-01-01,2025-09-28,2,1,OK,12.43
stock,dividend,1468.TW,2025-01-01,2025-09-28,2,1,OK,12.763
stock,dividend,1783.TW,2025-01-01,2025-09-28,2,1,OK,12.611
stock,dividend,1817.TW,2025-01-01,2025-09-28,2,1,OK,12.634
stock,dividend,2020.TW,2025-01-01,2025-09-28,2,1,OK,12.497
stock,dividend,2315.TW,2025-01-01,2025-09-28,2,1,OK,12.769
stock,dividend,2448.TW,2025-01-01,2025-09-28,2,1,OK,12.523
stock,dividend,2454.TW,2025-01-01,2025-09-28,2,1,OK,12.612
stock,dividend,2832.TW,2025-01-01,2025-09-28,2,1,OK,12.771
stock,dividend,2910.TW,2025-01-01,2025-09-28,2,1,OK,12.509
stock,dividend,3213.TW,2025-01-01,2025-09-28,2,1,OK,12.768
stock,dividend,3346.TW,2025-01-01,2025-09-28,2,1,OK,12.63
stock,dividend,3661.TW,2025-01-01,2025-09-28,2,1,OK,12.508
stock,dividend,4304.TW,2025-01-01,2025-09-28,2,1,OK,12.784
stock,dividend,4535.TW,2025-01-01,2025-09-28,2,1,OK,12.63
stock,dividend,4582.TW,2025-01-01,2025-09-28,2,1,OK,12.607
stock,dividend,4768.TW,2025-01-01,2025-09-28,2,1,OK,12.664
stock,dividend,4927.TW,2025-01-01,2025-09-28,2,1,OK,12.613
stock,dividend,5013.TW,2025-01-01,2025-09-28,2,1,OK,12.497
stock,dividend,5292.TW,2025-01-01,2025-09-28,2,1,OK,12.622
stock,dividend,5353.TW,2025-01-01,2025-09-28,2,1,OK,12.622
stock,dividend,5488.TW,2025-01-01,2025-09-28,2,1,OK,12.759
stock,dividend,5489.TW,2025-01-01,2025-09-28,2,1,OK,12.649
stock,dividend,6160.TW,2025-01-01,2025-09-28,2,1,OK,12.628
stock,dividend,6207.TW,2025-01-01,2025-09-28,2,1,OK,12.668
stock,dividend,6277.TW,2025-01-01,2025-09-28,2,1,OK,12.586
stock,dividend,6516.TW,2025-01-01,2025-09-28,2,1,OK,12.483
stock,dividend,6561.TW,2025-01-01,2025-09-28,2,1,OK,12.662
stock,dividend,6626.TW,2025-01-01,2025-09-28,2,1,OK,12.633
stock,dividend,6637.TW,2025-01-01,2025-09-28,2,1,OK,12.765
stock,dividend,6665.TW,2025-01-01,2025-09-28,2,1,OK,12.476
stock,dividend,6952.TW,2025-01-01,2025-09-28,2,1,OK,12.758
stock,dividend,7716.TW,2025-01-01,2025-09-28,2,1,OK,12.564
stock,dividend,8047.TW,2025-01-01,2025-09-28,2,1,OK,12.601
stock,dividend,8086.TW,2025-01-01,2025-09-28,2,1,OK,12.743
stock,dividend,8917.TW,2025-01-01,2025-09-28,2,1,OK,12.531
stock,dividend,8934.TW,2025-01-01,2025-09-28,2,1,OK,12.633
stock,dividend,9943.TW,2025-01-01,2025-09-28,2,1,OK,12.746
stock,dividend,9944.TW,2025-01-01,2025-09-28,2,1,OK,12.638
stock,per,1307.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.635
stock,per,1313.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.498
stock,per,1468.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.764
stock,per,1783.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.612
stock,per,1817.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.506
stock,per,2020.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.763
stock,per,2315.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.608
stock,per,2448.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.638
stock,per,2454.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.529
stock,per,2832.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.772
stock,per,2910.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.538
stock,per,3213.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.6
stock,per,3346.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.647
stock,per,3661.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.623
stock,per,4304.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.748
stock,per,4535.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.541
stock,per,4582.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.725
stock,per,4768.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.634
stock,per,4927.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.626
stock,per,5013.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.665
stock,per,5292.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.603
stock,per,5353.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.64
stock,per,5488.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.489
stock,per,5489.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.77
stock,per,6160.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.5
stock,per,6207.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.669
stock,per,6277.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.73
stock,per,6516.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.512
stock,per,6561.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.758
stock,per,6626.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.512
stock,per,6637.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.627
stock,per,6665.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.759
stock,per,6952.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.641
stock,per,7716.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.49
stock,per,8047.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.627
stock,per,8086.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.753
stock,per,8917.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.543
stock,per,8934.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.609
stock,per,9943.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.764
stock,per,9944.TW,2025-01-01,2025-09-28,0,0,EMPTY,12.519
