phase,dataset,symbol,start,end,rows,files,status,elapsed
stock,per,4919.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.269
stock,per,4923.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.159
stock,per,4924.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.065
stock,per,4925.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.072
stock,per,4931.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.238
stock,per,4930.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.247
stock,per,4933.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.164
stock,per,4934.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.165
stock,per,4904.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.047
stock,per,4905.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.164
stock,per,4755.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.156
stock,per,4760.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.042
stock,per,4764.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.232
stock,per,4763.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.354
stock,per,4766.TW,2024-01-01,2025-09-28,0,0,EMPTY,2.954
stock,per,4765.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.187
stock,per,4767.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.165
stock,per,4770.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.181
stock,per,4772.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.026
stock,per,4771.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.281
stock,per,4807.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.019
stock,per,4773.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.251
stock,per,4903.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.317
stock,per,5007.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.221
stock,per,4967.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.137
stock,per,4935.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.152
stock,per,4968.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.036
stock,per,4971.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.036
stock,per,4972.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.281
stock,per,4973.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.275
stock,per,4974.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.051
stock,per,4976.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.051
stock,per,4977.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.167
stock,per,4979.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.261
stock,per,4980.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.136
stock,per,4987.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.043
stock,per,4989.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.266
stock,per,4991.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.265
stock,per,4995.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.047
stock,per,4994.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.166
stock,per,4961.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.171
stock,per,4966.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.431
stock,per,4938.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.048
stock,per,4939.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.017
stock,per,4943.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.034
stock,per,4942.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.153
stock,per,4949.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.266
stock,per,4946.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.274
stock,per,4951.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.052
stock,per,4952.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.192
stock,per,4956.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.023
stock,per,4953.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.17
stock,per,4958.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.229
stock,per,4960.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.247
stock,per,6143.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.067
stock,per,5438.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.198
stock,per,6144.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.26
stock,per,6146.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.159
stock,per,6148.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.157
stock,per,6147.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.181
stock,per,6150.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.066
stock,per,6151.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.056
stock,per,6153.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.157
stock,per,6152.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.168
stock,per,6154.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.157
stock,per,6155.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.265
stock,per,6158.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.023
stock,per,6156.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.223
stock,per,6163.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.087
stock,per,6161.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.225
stock,per,6142.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.1
stock,per,6164.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.259
stock,per,6118.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.007
stock,per,6141.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.231
stock,per,6122.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.044
stock,per,6121.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.3
stock,per,6125.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.063
stock,per,6124.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.313
stock,per,6127.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.148
stock,per,6126.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.263
stock,per,6128.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.078
stock,per,6129.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.176
stock,per,6133.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.071
stock,per,6130.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.181
stock,per,6134.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.152
stock,per,6136.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.15
stock,per,6138.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.172
stock,per,6139.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.248
stock,per,6117.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.063
stock,per,6140.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.26
stock,per,6167.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.153
stock,per,6166.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.279
stock,per,6191.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.132
stock,per,6192.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.131
stock,per,6196.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.16
stock,per,6194.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.176
stock,per,6199.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.119
stock,per,6197.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.241
stock,per,6201.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.089
stock,per,6202.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.121
stock,per,6203.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.138
stock,per,6204.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.119
stock,per,6205.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.181
stock,per,6206.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.055
stock,per,6190.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.167
stock,per,6189.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.27
stock,per,6169.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.041
stock,per,6168.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.261
stock,per,6171.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.039
stock,per,6170.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.279
stock,per,6174.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.035
stock,per,6173.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.265
stock,per,6176.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.073
stock,per,6175.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.299
stock,per,6177.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.139
stock,per,6179.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.139
stock,per,6182.TW,2024-01-01,2025-09-28,0,0,EMPTY,2.993
stock,per,6180.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.271
stock,per,6184.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.17
stock,per,6183.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.335
stock,per,6185.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.05
stock,per,6186.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.146
stock,per,6188.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.126
stock,per,5439.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.024
stock,per,5508.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.183
stock,per,6116.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.268
stock,per,5511.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.147
stock,per,5512.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.111
stock,per,5514.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.245
stock,per,5515.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.202
stock,per,5516.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.082
stock,per,5519.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.167
stock,per,5520.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.277
stock,per,5521.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.191
stock,per,5523.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.049
stock,per,5522.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.175
stock,per,5525.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.254
stock,per,5529.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.141
stock,per,5530.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.042
stock,per,5531.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.152
stock,per,5533.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.17
stock,per,5534.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.06
stock,per,5536.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.259
stock,per,5538.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.255
stock,per,5543.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.186
stock,per,5546.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.185
stock,per,5547.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.01
stock,per,5498.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.113
stock,per,5493.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.229
stock,per,5452.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.151
stock,per,5455.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.12
stock,per,5457.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.223
stock,per,5460.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.185
stock,per,5464.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.159
stock,per,5465.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.233
stock,per,5468.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.134
stock,per,5469.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.072
stock,per,5471.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.086
stock,per,5474.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.126
stock,per,5475.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.211
stock,per,5483.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.074
stock,per,5478.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.175
stock,per,5487.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.132
stock,per,5484.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.269
stock,per,5490.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.179
stock,per,5548.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.152
stock,per,6020.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.044
stock,per,5603.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.154
stock,per,6023.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.193
stock,per,6021.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.288
stock,per,6024.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.122
stock,per,6026.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.155
stock,per,6028.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.023
stock,per,6027.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.157
stock,per,6035.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.283
stock,per,6101.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.284
stock,per,6104.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.043
stock,per,6103.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.167
stock,per,6108.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.233
stock,per,6109.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.231
stock,per,6111.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.064
stock,per,6112.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.084
stock,per,6113.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.183
stock,per,6114.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.158
stock,per,6115.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.166
stock,per,6016.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.167
stock,per,5601.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.152
stock,per,6015.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.148
stock,per,5907.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.326
stock,per,5607.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.228
stock,per,5608.TW,2024-01-01,2025-09-28,0,0,EMPTY,2.975
stock,per,5609.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.087
stock,per,5864.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.037
stock,per,5859.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.262
stock,per,5871A.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.082
stock,per,5871.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.194
stock,per,5876.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.292
stock,per,5878.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.286
stock,per,5880.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.039
stock,per,5906.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.134
stock,per,5863.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.059
stock,per,6005.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.267
stock,per,6770.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.142
stock,per,7829.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.174
stock,per,7832.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.013
stock,per,7831.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.289
stock,per,7833.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.159
stock,per,7834.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.143
stock,per,7836.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.171
stock,per,7837.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.166
stock,per,7839.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.249
stock,per,7840.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.14
stock,per,7842.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.06
stock,per,7841.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.166
stock,per,7846.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.055
stock,per,7843.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.283
stock,per,7848.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.041
stock,per,7847.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.275
stock,per,7850.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.043
stock,per,7849.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.288
stock,per,7855.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.262
stock,per,7856.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.138
stock,per,7858.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.046
stock,per,7857.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.063
stock,per,7827.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.164
stock,per,7828.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.309
stock,per,7825.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.001
stock,per,7826.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.25
stock,per,7797.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.053
stock,per,7796.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.173
stock,per,7799.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.19
stock,per,7801.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.285
stock,per,7803.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.115
stock,per,7806.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.135
stock,per,7810.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.127
stock,per,7808.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.28
stock,per,7811.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.203
stock,per,7813.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.18
stock,per,7814.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.038
stock,per,7815.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.033
stock,per,7818.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.17
stock,per,7816.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.298
stock,per,7820.TW,2024-01-01,2025-09-28,0,0,EMPTY,2.998
stock,per,7819.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.124
stock,per,7822.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.182
stock,per,7821.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.184
stock,per,7824.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.165
stock,per,7812.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.259
stock,per,8011.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.06
stock,per,7795.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.292
stock,per,8058.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.04
stock,per,8016.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.281
stock,per,8064.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.034
stock,per,8059.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.238
stock,per,8067.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.297
stock,per,8068.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.198
stock,per,8070.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.068
stock,per,8069.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.182
stock,per,8072.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.143
stock,per,8071.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.255
stock,per,8076.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.035
stock,per,8074.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.158
stock,per,8083.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.019
stock,per,8081.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.255
stock,per,8084.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.161
stock,per,8085.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.047
stock,per,8054.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.147
stock,per,8050.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.156
stock,per,8048.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.376
stock,per,8049.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.387
stock,per,8021.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.136
stock,per,8024.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.136
stock,per,8028.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.014
stock,per,8027.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.142
stock,per,8032.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.099
stock,per,8033.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.097
stock,per,8034.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.151
stock,per,8038.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.032
stock,per,8040.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.169
stock,per,8039.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.35
stock,per,8043.TW,2024-01-01,2025-09-28,0,0,EMPTY,2.996
stock,per,8042.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.178
stock,per,8045.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.148
stock,per,8046.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.251
stock,per,7794.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.161
stock,per,7791.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.058
stock,per,7705.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.153
stock,per,7704.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.283
stock,per,7706.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.152
stock,per,7707.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.134
stock,per,7709.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.078
stock,per,7708.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.184
stock,per,7712.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.161
stock,per,7711.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.271
stock,per,7713.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.121
stock,per,7718.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.115
stock,per,7721.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.189
stock,per,7719.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.402
stock,per,7722.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.129
stock,per,7723.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.036
stock,per,7724.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.187
stock,per,7725.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.196
stock,per,7726.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.035
stock,per,7702.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.122
stock,per,7642.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.314
stock,per,7631.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.212
stock,per,7443.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.117
stock,per,7455.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.119
stock,per,7507.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.08
stock,per,7516.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.071
stock,per,7530.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.279
stock,per,7551.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.284
stock,per,7556.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.003
stock,per,7558.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.009
stock,per,7561.TW,2024-01-01,2025-09-28,0,0,EMPTY,3.307
